fréttamönnum,f r j E h t a m 9 n Y m,all,f r j E h.t a.m 9 n.Y m,f r j E1 h. t a0. m 91 n. Y0 m,
fréttarinnar,f r j E h t a r I n a r,all,f r j E h.t a.r I n.a r,f r j E1 h. t a0. r I1 n. a0 r,
frímannsdóttir,f r i: m a n s t ou h t I r,all,f r i:.m a n s.t ou h.t I r,f r i:1. m a0 n s. t ou1 h. t I0 r,
fríðu,f r i: D Y,all,f r i:.D Y,f r i:1. D Y0,
fullorðinn,f Y t l O r D I n,all,f Y t.l O r.D I n,f Y1 t. l O0 r. D I0 n,
fylgis,f I l c I s,all,f I l.c I s,f I1 l. c I0 s,
fyrirsvarsmaður,f I: r I r_0 s v a r_0 s m a D Y r,all,f I:.r I r_0.s v a r_0 s.m a.D Y r,f I:1. r I0 r_0. s v a1 r_0 s. m a1. D Y0 r,Óviss
færar,f ai: r a r,all,f ai:.r a r,f ai:1. r a0 r,
færið,f ai: r I D,all,f ai:.r I D,f ai:1. r I0 D,
félagaskiptaglugginn,f j E: l a G a s c I f t a k l Y c I n,all,f j E:.l a.G a.s c I f.t a.k l Y c. I n,f j E:1. l a0. G a0. s c I1 f. t a0. k l. Y1 c I0 n,
félagaskipti,f j E: l a G a s c I f t I,all,f j E:.l a.G a.s c I f.t I,f j E:1. l a0. G a0. s c I1 f. t I0,
félagsmálum,f j E: l a x s m au l Y m,all,f j E:.l a x s.m au.l Y m,f j E:1. l a0 x s. m au1. l Y0 m,
félagsstarf,f j E: l a x s t a r f,all,f j E:.l a x s.t a r f,f j E:1. l a0 x s. t a1 r f,
félmrn,f j E: l a x s m au l a r au D u n ei t I,standard_clear,f j E:.l a x s.m au.l a.r au.D u.n ei t I,f j E:1.l a0 x s.m au1.l a0.r au1.D u0.n ei1 t I,Skammstöfun
félmrn,f j E: l a x s m au l a r au D u n ei t_h I,north_clear,f j E:.l a x s.m au.l a.r au.D u.n ei t_h I,f j E:1.l a0 x s.m au1.l a0.r au1.D u0.n ei1 t_h I,Skammstöfun
fíkniefnin,f i h k n I E p n I n,all,f i h k.n I.E p.n I n,f i1 h k. n I0. E1 p. n I0 n,
fínum,f i: n Y m,all,f i:.n Y m,f i:1. n Y0 m,
fólgið,f ou l c I D,all,f ou l.c I D,f ou1 l. c I0 D,
fórnarlamba,f ou r t n a r l a m p a,all,f ou r t.n a r.l a m.p a,f ou1 r t. n a0 r. l a1 m. p a0,
fúslega,f u s t l E G a,all,f u s t.l E.G a,f u1 s t. l E0. G a0,
gagnáfrýjandi,k a k n au f r i j a n t I,all,k a k n.au.f r i j.a n.t I,k a0 k n. au1. f r i0 j. a1 n. t I0,
gast,k a s t,all,k a s t,k a1 s t,
gautur,k 9i: t Y r,standard_clear,k 9i:.t Y r,k 9i:1. t Y0 r,
gautur,k 9i: t_h Y r,north_clear,k 9i:.t_h Y r,k 9i:1. t_h Y0 r,
general,c E: n E r a l,all,c E:.n E r. a l,c E:1. n E0 r. a0 l,Erlent
gerard,c E: r a r t,all,c E:.r a r t,c E:1. r a0 r t,"Erlent, Óviss"
gerard,s j E: r a r t,all,s j E:.r a r t,s j E:1. r a0 r t,"Erlent, Óviss"
gerðarbeiðandi,c E r D a r p ei D a n t I,all,c E r.D a r.p ei D.a n.t I,c E1 r. D a0 r. p ei1 D. a0 n. t I0,
getafe,c E: t a f E,standard_clear,c E:.t a f.E,c E:1. t a0 f. E0,Erlent
getafe,c E: t_h a f E,north_clear,c E:.t_h a f.E,c E:1. t_h a0 f.E0,
giftu,c I f t Y,all,c I f.t Y,c I1 f. t Y0,
gildistíma,c I l t I s t_h i m a,all,c I l.t I s.t_h i.m a,c I1 l. t I0 s. t_h i1. m a0,
gist,c I s t,all,c I s t,c I1 s t,
gjaldeyrishafta,c a l t ei r I s h a f t a,all,c a l t.ei.r I s.h a f.t a,c a1 l t. ei0. r I0 s. h a1 f. t a0,Óviss
gjöfum,c 9: v Y m,all,c 9:.v Y m,c 9:1. v Y0 m,
gladdi,k l a t I,all,k l a.t I,k l a1. t I0,
glaðir,k l a: D I r,all,k l a:.D I r,k l a:1. D I0 r,
gleymum,k l ei: m Y m,all,k l ei:.m Y m,k l ei:1. m Y0 m,
gleður,k l E: D Y r,all,k l E:.D Y r,k l E:1. D Y0 r,
grafarvogskirkju,k r a: v a r v O x s c_h I r_0 c Y,all,k r a:.v a r.v O x s.c_h I r_0.c Y,k r a:1. v a0 r. v O x s. c_h I1 r_0. c Y0,
grasið,k r a: s I D,all,k r a:.s I D,k r a:1. s I0 D,
grillið,k r I l I D,all,k r I.l I D,k r I1. l I0 D,
gráu,k r au: Y,all,k r au:.Y,k r au:1. Y0,
grét,k r j E: t,standard_clear,k r j E: t,k r j E:1 t,
grét,k r j E: t_h,north_clear,k r j E: t_h,k r j E:1 t_h,
grínast,k r i: n a s t,all,k r i:.n a s t,k r i:1. n a0 s t,
gróða,k r ou: D a,all,k r ou:.D a,k r ou:1. D a0,
gróðri,k r ou D r I,all,k r ou D.r I,k r ou1 D. r I0,
gunnlaugs,k Y n l 9i x s,all,k Y n.l 9i x s,k Y1 n. l 9i0 x s,
gunnþór,k Y n T ou r,all,k Y n.T ou r,k Y1 n. T ou0 r,
gögnunum,k 9 k n O n Y m,all,k 9 k.n O.n Y m,k 91 k. n O0 n. Y0 m,
göngunni,k 9i N k Y n I,all,k 9i N.k Y.n I,k 9i1 N. k Y0 n. I0,
görðum,k 9 r D Y m,all,k 9 r.D Y m,k 91 r. D Y0 m,
göturnar,k 9: t Y r t n a r,standard_clear,k 9:.t Y r t.n a r,k 9:1. t Y0 r t. n a0 r,
göturnar,k 9: t_h Y r t n a r,north_clear,k 9:.t_h Y r t.n a r,k 9:1. t_h Y0 r t. n a0 r,
had,h a: t,all,h a: t,h a:1 t,Erlent
hafnarfjörður,h a p n a r f j 9 r D Y r,all,h a p.n a r.f j 9 r.D Y r,h a1 p. n a0 r. f j 91 r. D Y0 r,
hafró,h a v r ou,all,h a v.r ou,h a1 v. r ou0,
hagfræðingar,h a x f r ai D i N k a r,all,h a x.f r ai D.i N.k a r,h a1 x. f r ai0 D. i1 N. k a0 r,
hagnaðar,h a k n a D a r,all,h a k.n a D.a r,h a1 k. n a0. D a0 r,
hagsmunasamtök,h a x s m Y n a s a m t_h 9 k,standard_clear,h a x s.m Y n.a.s a m.t_h 9 k,h a1 x s. m Y0 n. a0. s a1 m. t_h 90 k,
hagsmunasamtök,h a x s m Y n a s a m t_h 9 k_h,north_clear,h a x s.m Y n.a.s a m.t_h 9 k_h,h a1 x s. m Y0 n. a0. s a1 m. t_h 90 k_h,
hallann,h a t l a n,all,h a t.l a n,h a1 t. l a0 n,
hallgríms,h a t l_0 k r i m s,all,h a t l_0.k r i m s,h a1 t l_0. k r i0 m s,
halmstad,h a l m s t a t,all,h a l m s.t a t,h a1 l m s. t a0 t,Erlent
hamrahlíð,h a m r a l_0 i D,all,h a m.r a.l_0 i D,h a1 m. r a0. l_1 i0 D,
handavinna,h a n t a v I n a,all,h a n.t a.v I n.a,h a1 n. t a0. v I1 n. a0,
handverk,h a n t v E r_0 k,all,h a n t.v E r_0 k,h a1 n t. v E1 r_0 k,
harmar,h a r m a r,all,h a r.m a r,h a1 r. m a0 r,
harðardóttur,h a r D a r t ou h t Y r,all,h a r.D a r.t ou h.t Y r,h a1 r. D a0 r. t ou1 h. t Y0 r,
hatt,h a h t,all,h a h t,h a1 h t,
haítí,h a i t_h i,north_clear,h a.i.t_h i,h a1. i0. t_h i0,
haítí,h a: i t i,standard_clear,h a:.i t.i,h a:1. i0. t i0,Óviss
heat,h i t,standard_clear,h i: t,h i:1 t,"Erlent, Óviss"
heat,h i t_h,north_clear,h i: t_h,h i:1 t_h,
heilbrigð,h ei l p r I G D,all,h ei l.p r I G D,h ei1 l. p r I0 G D,
heilbrigðisstofnunar,h ei l p r I G D I s t O p n Y n a r,all,h ei l.p r I G.D I.s t O p.n Y.n a r,h ei1 l. p r I0 G. D I0. s t O1 p. n Y0 n. a0 r,
heildarfjöldi,h ei l t a r f j 9 l t I,all,h ei l.t a r.f j 9 l.t I,h ei1 l. t a0 r. f j 90 l. t I0,
heilsuna,h ei l s Y n a,all,h ei l.s Y n.a,h ei1 l. s Y0 n. a0,
heimildarmaður,h ei: m I l t a r m a D Y r,all,h ei:.m I l.t a r.m a.D Y r,h ei:1. m I0 l. t a0 r. m a1. D Y0 r,
heimslistans,h ei m s t l I s t a n s,all,h ei m s t.l I s.t a n s,h ei0 m s t. l I1 s. t a0 n s,
heitar,h ei: t a r,standard_clear,h ei:.t a r,h ei:1. t a0 r,
heitar,h ei: t_h a r,north_clear,h ei:.t_h a r,h ei:1. t_h a0 r,
heiðarleika,h ei: D a r l ei k a,standard_clear,h ei:.D a r.l ei.k a,h ei:1. D a0 r. l ei1. k a0,
heiðarleika,h ei: D a r l ei k_h a,north_clear,h ei:.D a r.l ei.k_h a,h ei:1. D a0 r. l ei1. k_h a0,
helsingborg,h E l s i N k p O r k,all,h E l.s i N k.p O r k,h E1 l. s i0 N k. p O1 r k,Erlent
herbergjum,h E r p E r c Y m,all,h E r.p E r.c Y m,h E1 r. p E0 r. c Y0 m,
herði,h E r D I,all,h E r.D I,h E1 r. D I0,
herðum,h E r D Y m,all,h E r.D Y m,h E1 r. D Y0 m,
hesturinn,h E s t Y r I n,all,h E s.t Y r.I n,h E1 s. t Y0 r. I0 n,
heyrðum,h ei r D Y m,all,h ei r.D Y m,h ei1 r. D Y0 m,
hilmars,h I l m a r_0 s,all,h I l.m a r_0 s,h I1 l. m a0 r_0 s,
hinriksdóttir,h I n r I k s t ou h t I r,all,h I n.r I k s.t ou h.t I r,h I1 n. r I0 k s. t ou1 h. t I0 r,
hjaltadóttir,C a l t a t ou h t I r,northeast_clear,C a l.t a.t ou h.t I r,C a1 l. t a0. t ou1 h. t I r,
hjaltadóttir,C a l_0 t a t ou h t I r,standard_clear,C a l_0.t a.t ou h.t I r,C a1 l_0. t a0. t ou1 h. t I0 r,
hjer,C E: r,all,C E: r,C E:1 r,
hlustar,l_0 Y s t a r,all,l_0 Y s.t a r,l_0 Y1 s. t a0 r,
hlustendur,l_0 Y s t E n t Y r,all,l_0 Y s.t E n.t Y r,l_0 Y1 s. t E0 n. t Y0 r,
hláturinn,l_0 au: t Y r I n,standard_clear,l_0 au:.t Y r. I n,l_0 au:1. t Y0 r. I0 n,
hláturinn,l_0 au: t_h Y r I n,north_clear,l_0 au:.t_h Y r. I n,l_0 au:1. t_h Y0 r. I0 n,
hnút,n_0 u: t,standard_clear,n_0 u: t,n_0 u:1 t,
hnút,n_0 u: t_h,north_clear,n_0 u: t_h,n_0 u:1 t_h,
hollande,h O l a n t E,all,h O l.a n.t E,h O1 l. a0 n. t E1,Erlent
hrauni,r_0 9i: n I,all,r_0 9i:.n I,r_0 9i:1. n I0,
hræða,r_0 ai: D a,all,r_0 ai:.D a,r_0 ai:1. D a0,
hræðslu,r_0 ai D s t l Y,all,r_0 ai D s t.l Y,r_0 ai1 D s t. l Y0,
hrísey,r_0 i: s ei,all,r_0 i:.s ei,r_0 i:1. s ei0,
hrókur,r_0 ou: k Y r,standard_clear,r_0 ou:.k Y r,r_0 ou:1. k Y0 r,
hrókur,r_0 ou: k_h Y r,north_clear,r_0 ou:.k_h Y r,r_0 ou:1. k_h Y0 r,
hugsjón,h Y G s j ou n,all,h Y G.s j ou n,h Y1 G. s j ou0 n,
hugtök,h Y G t_h 9 k,standard_clear,h Y G.t_h 9 k,h Y1 G. t_h 90 k,
hugtök,h Y G t_h 9 k_h,north_clear,h Y G.t_h 9 k_h,h Y1 G. t_h 90 k_h,
hvassviðri,k_h v a s v I D r I,standard_clear,k_h v a s. v I D.r I,k_h v a1 s. v I0 D. r I0,
hvassviðri,x a s v I D r I,south_clear,x a s. v I D.r I,x a1 s. v I0 D. r I0,
hvora,k_h v O: r a,standard_clear,k_h v O:.r a,k_h v O:1. r a0,
hvora,x O: r a,south_clear,x O:.r a,x O:1. r a0,
hvíldi,k_h v i l t I,standard_clear,k_h v i l.t I,k_h v i1 l. t I0,
hvíldi,x i l t I,south_clear,x i l.t I,x i1 l. t I0,
hvöttu,k_h v 9 h t Y,standard_clear,k_h v 9 h.t Y,k_h v 91 h. t Y0,
hvöttu,x 9 h t Y,south_clear,x 9 h.t Y,x 91 h. t Y0,
hádegisfréttum,h au: t ei j I s f r j E h t Y m,all,h au:.t ei j. I s.f r j E h.t Y m,h au:1. t ei0 j. I0 s. f r j E1 h. t Y0 m,
hákonarson,h au: k_h O n a r_0 s O n,standard_clear,h au:.k_h O n. a r_0.s O n,h au:1. k_h O0 n. a0 r_0. s O1 n,
hálfgert,h au l f c E r_0 t,all,h au l f.c E r_0 t,h au1 l f. c E0 r_0 t,
hárinu,h au: r I n Y,all,h au:.r I n. Y,h au:1. r I0 n. Y0,
hávegum,h au: v E G Y m,all,h au:.v E.G Y m,h au:1. v E0. G Y0 m,
hæstaréttardómari,h ai s t a r j E h t a r t ou m a r I,all,h ai s.t a.r j E h.t a r.t ou.m a r.I,h ai1 s. t a0. r j E1 h. t a0 r. t ou1. m a0 r. I0,
hættulegar,h ai h t Y l E G a r,all,h ai h.t Y.l E. G a r,h ai1 h. t Y0. l E1. G a0 r,
héruðum,C E: r Y D Y m,all,C E:.r Y.D Y m,C E:1. r Y0. D Y0 m,
hótels,h ou: t E l s,standard_clear,h ou:.t E l s,h ou:1. t E0 l s,
hótels,h ou: t_h E l s,north_clear,h ou:.t_h E l s,h ou:1. t_h E0 l s,
hótun,h ou: t Y n,standard_clear,h ou:.t Y n,h ou:1. t Y0 n,
hótun,h ou: t_h Y n,north_clear,h ou:.t_h Y n,h ou:1. t_h Y0 n,
hönnunar,h 9 n Y n a r,all,h 9 n.Y n. a r,h 91 n. Y0 n. a0 r,
hörkuleik,h 9 r_0 k Y l ei k,standard_clear,h 9 r_0.k Y.l ei k,h 91 r_0. k Y0. l ei1 k,
hörkuleik,h 9 r_0 k Y l ei k_h,north_clear,h 9 r_0.k Y.l ei k_h,h 91 r_0. k Y0. l ei1 k_h,
húsnæðislán,h u s t n ai D I s t l au n,all,h u s t.n ai.D I s t.l au n,h u1 s t. n ai0. D I0 s t. l au1 n,
innlán,I n l au n,all,I n.l au n,I1 n. l au0 n,
innréttingar,I n r j E h t i N k a r,all,I n r.j E h.t i N.k a r,I1 n r. j E0 h. t i1 N. k a0 r,
inntur,I n_0 t Y r,all,I n_0.t Y r,I1 n_0. t Y0 r,
innviðum,I n v I D Y m,all,I n.v I.D Y m,I1 n. v I0. D Y0 m,
internetinu,I n t E r n E t_h I n Y,northeast_clear,I n.t E r.n E.t_h I.n Y,I1 n. t E0 r. n E1. t_h I0. n Y0,
internetinu,I n_0 t E r n E t I n Y,standard_clear,I n_0.t E r.n E.t I.n Y,I1 n_0. t E0 r. n E1. t I0. n Y0,
internetinu,I n_0 t E r n E t_h I n Y,north_clear,I n_0. t E r.n E t_h I.n Y,I1 n_0. t E0 r. n E1. t_h I0. n Y0,
isk,I s k,all,I s k,I1 s k,"Skammstöfun, útskrifuð í næstu línu"
isk,i s t l e n s k_h r ou n a,all,i s t.l e n s.k_h r ou.n a,i1 s t.l e0 n s.k_h r ou1.n a0,Óviss
istanbúl,I s t a n p u l,all,I s.t a n.p u l,I1 s. t a0 n. p u1 l,
iðnaðarmenn,I D n a D a r m E n,all,I D.n a D. a r.m E n,I1 D. n a0 D. a0 r. m E1 n,
jane,t j ei n,all,t j ei n,t j ei1 n,Erlent
jarðanna,j a r D a n a,all,j a r.D a n.a,j a1 r. D a0 n. a0,
jay,t j ei,all,t j ei,t j ei1,Erlent
johns,t j O h n_0 s,all,t j o h n_0 s,t j o1 h n_0 s,Erlent
jolie,t j ou l i,all,t j ou. l i,t j ou1. l i,Erlent
jurgen,j 9 r k E n,all,j 9 r. k E n,j 91 r. k E n,"Erlent, Óviss"
jurgen,j Y r k E n,all,j Y r.c E n,j Y1 r. c E0 n,"Erlent, Óviss"
jurgen,j u r k E n,all,j u r. k E n,j u1 r. k E n,"Erlent, Óviss"
just,t j 9 s t,all,t j 9 s t,t j 91 s t,Erlent
járnum,j au r t n Y m,all,j au r t.n Y m,j au1 r t. n Y0 m,
játandi,j au: t a n t I,standard_clear,j au:. t a n.t I,j au:1. t a0 n. t I0,
játandi,j au: t_h a n t I,north_clear,j au:. t_h a n.t I,j au:1. t_h a0 n. t I0,
jóhannesi,j ou: h a n E s I,all,j ou:.h a n. E s. I,j ou:1. h a0 n. E1 s. I0,
jóhannessyni,j ou: h a n E s I n I,all,j ou:.h a n. E s. I n. I,j ou:1. h a0 n. E0. s I1. n I0,
jórdaníu,j ou r t a n i j Y,all,j ou r.t a n. i j.Y,j ou1 r. t a0 n. i1 j. Y0,
jörundur,j 9: r Y n t Y r,all,j 9:.r Y n.t Y r,j 9:1. r Y0 n. t Y0 r,
kaflanum,k_h a p l a n Y m,all,k_h a p.l a n.Y m,k_h a1 p. l a0 n. Y0 m,
kartöflum,k_h a r_0 t 9 p l Y m,all,k_h a r_0.t 9 p.l Y m,k_h a1 r_0. t 90 p. l Y0 m,
katalóníu,k_h a: t a l ou n i j Y,standard_clear,k_h a:.t a l.ou n.i j.Y,k_h a:1. t a0 l. ou1 n. i0 j. Y0,
katalóníu,k_h a: t_h a l ou n i j Y,north_clear,k_h a:.t_h a l. ou n.i j. Y,k_h a:1. t_h a0 l. ou1 n. i0 j. Y0,
kaupendum,k_h 9i: p E n t Y m,standard_clear,k_h 9i: p.E n.t Y m,k_h 9i:1 p. E0 n. t Y0 m,
kaupendum,k_h 9i: p_h E n t Y m,north_clear,k_h 9i: p_h.E n.t Y m,k_h 9i:1 p_h. E0 n. t Y0 m,
kaupmátt,k_h 9i p m au h t,standard_clear,k_h 9i p.m au h t,k_h 9i1 p. m au0 h t,
kaupmátt,k_h 9i p m au t_h,north_clear,k_h 9i p.m au t_h,k_h 9i1 p. m au0 t_h,
keith,c_h i: T,all,c_h i: T,c_h i:1 T,"Erlent, Óviss"
kerfum,c_h E r v Y m,all,c_h E r.v Y m,c_h E1 r. v Y0 m,
kimi,c_h I: m I,all,c_h I:.m I,c_h I:1. m I0,
kirkjubæjarklaustri,c_h I r_0 c Y p ai j a r k_h l 9i s t r I,all,c_h I r_0.c Y.p ai.j a r. k_hl 9i s.t r I,c_h I1 r_0. c Y0. p ai1. j a0 r. k_h l 9i1 s. t r I0,
kkí,k_h au k_h au i,all,k_h au.k_h au.i,k_h au1. k_h au0. i.0,Skammstöfun
klassíska,k_h l a s i s k a,all,k_h l a s.i s.k a,k_h l a1 s. i0 s. k a0,
knattspyrnunni,k_h n a h t s p I r t n Y n I,standard_clear,k_h n a h t.s p I r t.n Y n. I,k_h n a1 h t. s p I0 r t. n Y1 n. I0,
knattspyrnunni,k_h n a h t s p I t n Y n I,standard_cas,k_h n a h t.s p I r.n Y n.I,k_h n a1 h t. s p I0 r. n Y0 n. I0,
kolmunna,k_h O l m Y n a,all,k_h O l.m Y n. a,k_h O1 l. m Y0 n. a0,
konungs,k_h O: n u N s,all,k_h O:.n u N s,k_h O:1. n u0 N s,
kormákur,k_h O r m au k Y r,standard_clear,k_h O r.m au.k Y r,k_h O1 r. m au0 k. Y0 r,
kormákur,k_h O r m au k_h Y r,north_clear,k_h O r.m au.k_h Y r,k_h O1 r. m au0 k_h. Y0 r,
korter,k_h O r_0 t E r,all,k_h O r_0.t E r,k_h O1 r_0. t E0 r,
kostnaðarlausu,k_h O s t n a D a r l 9i s Y,standard_clear,k_h O s t.n a D.a r.l 9i. s Y,k_h O1 s t. n a0 D. a0 r. l 9i1. s Y0,
kostnaðinum,k_h O s t n a D I n Y m,standard_clear,k_h O s t.n a.D I.n Y m,k_h O1 s t. n a0 D. I1 n. Y0 m,
krafið,k_h r a: v I D,all,k_h r a:.v I D,k_h r a:1. v I0 D,
kunnum,k_h Y n Y m,all,k_h Y.n Y m,k_h Y1. n Y0 m,
kvaðir,k_h v a: D I r,all,k_h v a:.D I r,k_h v a:1. D I0 r,
kvikmyndina,k_h v I: k m I n t I n a,all,k_h v I: k.m I n t.I n. a,k_h v I:1 k. m I0 n t. I1 n. a0,
kylfinga,c_h I l v i N k a,all,c_h I l.v i N.k a,c_h I1 l. v i0 N. k a0,
kylfingurinn,c_h I l f i N k Y r I n,all,c_h I l.f i N.k Y.r I n,c_h I1 l. f i0 N. k Y0 r. I0 n,
kárahnjúka,k_h au: r a n_0 j u k a,standard_clear,k_h au:.r a.n_0 j u.k a,k_h au:1. r a0. n_0 j u1. k a0,
kárahnjúka,k_h au: r a n_0 j u k_h a,north_clear,k_h au:.r a.n_0 j u.k_h a,k_h au:1. r a0. n_0 j u1. k_h a0,
kæran,c_h ai: r a n,all,c_h ai:.r a n,c_h ai:1. r a0 n,
kærumál,c_h ai: r Y m au l,all,c_h ai:.r Y.m au l,c_h ai:1. r Y0. m au1 l,
kópavogur,k_h ou: p a v O G Y r,standard_clear,k_h ou:.p a.v O G.Y r,k_h ou:1. p a0. v O1 G. Y0 r,
kópavogur,k_h ou: p_h a v O G Y r,north_clear,k_h ou:.p_h a.v O G.Y r,k_h ou:1. p_h a0. v O1 G. Y0 r,
köldum,k_h 9 l t Y m,all,k_h 9 l.t Y m,k_h 91 l. t Y0 m,
kýrnar,c_h i r t n a r,all,c_h i r t.n a r,c_h i1 r t. n a0 r,
lady,l ei: t i,all,l ei:.t i,l ei:1. t i0,Erlent
landamæra,l a n t a m ai r a,all,l a n.t a.m ai r.a,l a1 n. t a0. m ai0 r. a0,
landamærunum,l a n t a m ai r Y n Y m,standard_clear,l a n.t a.m ai.r O n.Y m,l a1 n. t a0. m ai1. r O0 n. Y0 m,
landsbankadeild,l a n t s p au N k_h a t ei l t,northeast_clear,l a n t s.p au N.k_h a.t ei l t,l a1 n t s. p au0 N. k_h a0. t ei1 l t,
landsbankadeild,l a n t s p au N_0 k a t ei l t,standard_clear,l a n t s.p au N_0.k a.t ei l t,l a1 n t s. p au0 N_0. k a0. t ei0 1 t,
landsliðum,l a n t s t l I D Y m,all,l a n t s t.l I D.Y m,l a1 n t s t. l I0 D. Y0 m,
landssamtaka,l a n t s a m t_h a k a,standard_clear,l a n t.s a m.t_h a k.a,l a0 n t. s a1 m. t_h a0 k. a0,
landssamtaka,l a n t s a m t_h a k_h a,north_clear,l a n t.s a m.t_h a k_h.a,l a0 n t. s a1 m. t_h a0 k_h. a0,
landvernd,l a n t v E n t,standard_cas,l a n.t v E n t,l a1 n. t v E0 n t,
landvernd,l a n t v E r n t,standard_clear,l a n.t v E r n t,l a1 n. t v E0 r n t,
langholtskirkju,l au N k h O l_0 t s c_h I r_0 c Y,all,l au N k.h O l_0 t s.c_h I r_0.c Y,l au1 N k. h O0 l_0 t s. c_h I1 r_0. c Y0,
langmest,l au N k m E s t,all,l au N k.m E s t,l au1 N k. m E0 s t,
langmestu,l au N k m E s t Y,all,l au N k.m E s.t Y,l au1 N k. m E0 s. t Y0,
lappirnar,l a h p I r t n a r,standard_clear,l a h.p I r t.n a r,l a1 h. p I0 r t. n a0 r,
lappirnar,l a h p I t n a r,standard_cas,l a h.p I t.n a r,l a1 h. p I0 t. n a0 r,
laugum,l 9i: G Y m,all,l 9i:.G Y m,l 9i:1. G Y0 m,
launaþróun,l 9i: n a T r ou Y n,all,l 9i:.n a.T r ou.Y n,l 9i:1. n a0. T r ou1. Y0 n,
lausafé,l 9i: s a f j E,all,l 9i:.s a.f j E,l 9i:1. s a0. f j E0,
lausan,l 9i: s a n,all,l 9i:.s a n,l 9i:1. s a0 n,
lauslega,l 9i s t l E G a,all,l 9i s t.l E. G a,l 9i1 s t. l E0. G a0,
laxeldi,l a k s E l t I,standard_clear,l a k s.E l.t I,l a1 k s. E0 l. t I0,
leigir,l ei j I r,all,l ei.j I r,l ei1. j I0 r,
leiguverð,l ei: G Y v E r D,standard_clear,l ei:.G Y.v E r D,l ei:1. G Y0. v E1 r D,
leikararnir,l ei: k a r a r t n I r,standard_clear,l ei:k. a r.a r t.n I r,l ei:1. k a0 r. a1 r t. n I0 r,
leikararnir,l ei: k a r a t n I r,standard_cas,l ei:.k a.r a t.n I r,l ei:1. k a0. r a1 t. n I0 r,
leikararnir,l ei: k_h a r a r t n I r,north_clear,l ei:k_h. a r.a r t.n I r,l ei:1. k_h a0 r. a1 r t. n I0 r,
leikhúsinu,l ei: k u s I n Y,all,l ei: k.u s.I n Y,l ei:1 k. u0 s. I1 n. Y0,
leikmanns,l ei: k m a n s,all,l ei: k.m a n s,l ei:1 k. m a0 n s,
leikmannsins,l ei: k m a n s I n s,all,l ei: k.m a n.s I n s,l ei1: k. m a0 n. s I0 n s,
leiknis,l ei h k n I s,all,l ei h k.n I s,l ei 1 h k. n I0 s,
leikreglur,l ei: k r E k l Y r,standard_clear,l ei: k.r E k.l Y r,l ei:1 k. r E0 k. l Y0 r,
leikreglur,l ei: k_h r E k l Y r,north_clear,l ei: k_h. r E k.l Y r,l ei:1 k_h. r E0 k. l Y0 r,
leikskólann,l ei: k s k ou l a n,all,l ei: k.s k ou.l a n,l ei:1 k. s k ou0 l. a0 n,
leikskólans,l ei: k s k ou l a n s,all,l ei: k.s k ou.l a n s,l ei:1 k. s k ou0 l. a0 n s,
leikstjórans,l ei: k s t j ou r a n s,all,l ei: k.s t j ou.ra n s,l ei:1 k. s t j ou0. r a0 n s,
leikstýrði,l ei: k s t i r D I,all,l ei: k.s t i r.D I,l ei:1 k. s t i0 r. D I0,
lestu,l E s t Y,all,l E s.t Y,l E1 s. t Y0,
leyniþjónustunnar,l ei: n I T j ou n Y s t Y n a r,all,l ei:.n I.T j ou n.Y s.t Y n.a r,l ei:1. n I0. T j ou1 n. Y0 s. t Y1 n. a0 r,
leysist,l ei: s I s t,all,l ei:.s I s t,l ei:1. s I0 s t,
leytinu,l ei: t I n Y,standard_clear,l ei:.t I n.Y,l ei:1. t I0 n. Y0,
leytinu,l ei: t_h I n Y,north_clear,l ei:.t_h I n.Y,l ei:1. t_h I0 n. Y0,
lille,l I l,all,l I.l,l I1. l,"Erlent, Óviss"
lille,l i l,all,l i. l,l i1. l,"Erlent, Óviss"
lindu,l I n t Y,all,l I n.t Y,l I1 n. t Y0,
line,l ai n,all,l ai n,l ai1 n,Erlent
listasafns,l I s t a s a p n_0 s,all,l I s.t a.s a p n_0 s,l I1 s. t a0. s a1 p n_0 s,
litinn,l I: t I n,standard_clear,l I:.t I n,l I:1. t I0 n,
litinn,l I: t_h I n,north_clear,l I:.t_h I n,l I:1. t_h I0 n,
liturinn,l I: t Y r I n,standard_clear,l I:.t Y r.I n,l I:1. t Y0 r. I0 n,
liturinn,l I: t_h Y r I n,north_clear,l I:.t_h Y r. I n,l I:1. t_h Y0 r. I0 n,
liðsmaður,l I D s m a D Y r,all,l I D s.m a D. Y r,l I1 D s. m a0 D. Y0 r,
ljósmyndun,l j ou s m I n t Y n,all,l j ou s.m I n.t Y n,l j ou1 s. m I0 n. t Y0 n,
ljótt,l j ou h t,all,l j ou h t,l j ou1 h t,
ljóðabók,l j ou: D a p ou k,standard_clear,l j ou:.D a.p ou k,l j ou:1. D a0. p ou1 k,
ljóðabók,l j ou: D a p ou k_h,north_clear,l j ou:.D a.p ou k_h,l j ou:1. D a0. p ou1 k_h,
ljóðið,l j ou: D I D,all,l j ou:.D I D,l j ou:1. D I0 D,
ljúfa,l j u: v a,all,l j u:.v a,l j u:1. v a0,
logandi,l O: G a n t I,all,l O: G.a n.t I,l O:1 G. a0 n. t I0,
lokasprettinum,l O: k a s p r E h t I n Y m,standard_clear,l O:.k a.s p r E h.t I n.Y m,l O:1. k a0. s p r E1 h. t I0 n. Y0 m,
